CustomerID,Recency,Frequency,Monetary,Cluster,Cluster_Name
12350.0,310,1,334.4,1,مشتریان VIP 🟢
12353.0,204,1,89.0,1,مشتریان VIP 🟢
12354.0,232,1,1079.4,1,مشتریان VIP 🟢
12355.0,214,1,459.4,1,مشتریان VIP 🟢
12361.0,287,1,189.9,1,مشتریان VIP 🟢
12365.0,291,2,641.38,1,مشتریان VIP 🟢
12373.0,311,1,364.6,1,مشتریان VIP 🟢
12377.0,315,2,1628.12,1,مشتریان VIP 🟢
12383.0,185,5,1850.56,1,مشتریان VIP 🟢
12386.0,338,2,401.9,1,مشتریان VIP 🟢
12401.0,303,1,84.3,1,مشتریان VIP 🟢
12402.0,323,1,225.6,1,مشتریان VIP 🟢
12405.0,149,1,1710.39,1,مشتریان VIP 🟢
12410.0,309,2,693.3299999999999,1,مشتریان VIP 🟢
12414.0,217,3,562.41,1,مشتریان VIP 🟢
12424.0,163,2,1760.96,1,مشتریان VIP 🟢
12426.0,195,1,582.73,1,مشتریان VIP 🟢
12441.0,367,1,173.55,1,مشتریان VIP 🟢
12447.0,243,1,476.49,1,مشتریان VIP 🟢
12450.0,156,2,197.88,1,مشتریان VIP 🟢
12468.0,188,2,729.5400000000001,1,مشتریان VIP 🟢
12489.0,336,1,334.93,1,مشتریان VIP 🟢
12493.0,166,2,433.74,1,مشتریان VIP 🟢
12501.0,337,1,2169.39,1,مشتریان VIP 🟢
12506.0,233,1,73.5,1,مشتریان VIP 🟢
12509.0,284,1,176.5,1,مشتریان VIP 🟢
12514.0,267,1,1017.68,1,مشتریان VIP 🟢
12515.0,353,1,383.7,1,مشتریان VIP 🟢
12521.0,143,1,599.68,1,مشتریان VIP 🟢
12547.0,198,2,207.79999999999998,1,مشتریان VIP 🟢
12548.0,166,1,95.19999999999999,1,مشتریان VIP 🟢
12551.0,358,1,168.0,1,مشتریان VIP 🟢
12559.0,311,2,561.71,1,مشتریان VIP 🟢
12561.0,303,1,238.85,1,مشتریان VIP 🟢
12564.0,261,1,456.9,1,مشتریان VIP 🟢
12565.0,289,1,145.92,1,مشتریان VIP 🟢
12573.0,227,1,160.54000000000002,1,مشتریان VIP 🟢
12574.0,316,1,218.45,1,مشتریان VIP 🟢
12580.0,247,1,415.7,1,مشتریان VIP 🟢
12582.0,239,2,511.36,1,مشتریان VIP 🟢
12585.0,234,2,2040.1,1,مشتریان VIP 🟢
12590.0,211,2,9864.26,1,مشتریان VIP 🟢
12591.0,317,1,452.84999999999997,1,مشتریان VIP 🟢
12601.0,190,5,577.0600000000001,1,مشتریان VIP 🟢
12614.0,278,1,315.6,1,مشتریان VIP 🟢
12622.0,232,1,180.1,1,مشتریان VIP 🟢
12623.0,276,1,305.1,1,مشتریان VIP 🟢
12625.0,212,2,2683.82,1,مشتریان VIP 🟢
12639.0,239,1,486.1,1,مشتریان VIP 🟢
12648.0,155,1,318.05,1,مشتریان VIP 🟢
12651.0,335,1,114.0,1,مشتریان VIP 🟢
12652.0,331,1,919.98,1,مشتریان VIP 🟢
12653.0,149,2,2209.85,1,مشتریان VIP 🟢
12665.0,325,1,63.0,1,مشتریان VIP 🟢
12669.0,151,3,2744.0299999999997,1,مشتریان VIP 🟢
12672.0,330,1,225.89999999999998,1,مشتریان VIP 🟢
12686.0,372,1,89.14,1,مشتریان VIP 🟢
12690.0,206,1,389.01,1,مشتریان VIP 🟢
12707.0,292,1,603.42,1,مشتریان VIP 🟢
12717.0,151,2,1030.98,1,مشتریان VIP 🟢
12725.0,371,1,427.8,1,مشتریان VIP 🟢
12732.0,180,1,236.26000000000002,1,مشتریان VIP 🟢
12733.0,234,1,383.95,1,مشتریان VIP 🟢
12734.0,353,1,110.39999999999999,1,مشتریان VIP 🟢
12735.0,315,2,779.5699999999999,1,مشتریان VIP 🟢
12736.0,333,1,234.0,1,مشتریان VIP 🟢
12738.0,372,1,155.35,1,مشتریان VIP 🟢
12754.0,236,3,3010.74,1,مشتریان VIP 🟢
12755.0,281,2,3811.95,1,مشتریان VIP 🟢
12764.0,317,1,1693.88,1,مشتریان VIP 🟢
12769.0,239,1,1143.6,1,مشتریان VIP 🟢
12770.0,211,1,1351.45,1,مشتریان VIP 🟢
12785.0,364,1,311.95,1,مشتریان VIP 🟢
12790.0,192,1,324.92,1,مشتریان VIP 🟢
12791.0,374,1,192.60000000000002,1,مشتریان VIP 🟢
12792.0,257,1,400.53999999999996,1,مشتریان VIP 🟢
12793.0,335,2,545.48,1,مشتریان VIP 🟢
12797.0,366,1,254.03,1,مشتریان VIP 🟢
12802.0,187,1,427.58,1,مشتریان VIP 🟢
12809.0,178,1,489.31,1,مشتریان VIP 🟢
12811.0,261,3,514.85,1,مشتریان VIP 🟢
12815.0,148,2,1063.46,1,مشتریان VIP 🟢
12817.0,281,1,166.04,1,مشتریان VIP 🟢
12818.0,262,1,1542.08,1,مشتریان VIP 🟢
12821.0,214,1,92.72,1,مشتریان VIP 🟢
12829.0,337,2,293.0,1,مشتریان VIP 🟢
12831.0,262,1,215.05,1,مشتریان VIP 🟢
12833.0,145,1,417.38,1,مشتریان VIP 🟢
12834.0,283,1,312.38,1,مشتریان VIP 🟢
12837.0,173,1,134.1,1,مشتریان VIP 🟢
12845.0,267,4,354.09,1,مشتریان VIP 🟢
12852.0,295,1,311.55,1,مشتریان VIP 🟢
12855.0,373,1,38.1,1,مشتریان VIP 🟢
12857.0,211,2,1106.4,1,مشتریان VIP 🟢
12866.0,283,1,559.12,1,مشتریان VIP 🟢
12868.0,186,6,1607.0600000000002,1,مشتریان VIP 🟢
12872.0,327,2,599.97,1,مشتریان VIP 🟢
12873.0,282,1,374.0,1,مشتریان VIP 🟢
12878.0,236,2,854.99,1,مشتریان VIP 🟢
12881.0,276,1,298.0,1,مشتریان VIP 🟢
12888.0,214,2,354.12,1,مشتریان VIP 🟢
12891.0,186,3,331.0,1,مشتریان VIP 🟢
12897.0,205,2,216.5,1,مشتریان VIP 🟢
12902.0,265,1,138.68,1,مشتریان VIP 🟢
12908.0,176,2,750.0,1,مشتریان VIP 🟢
12915.0,149,2,363.65,1,مشتریان VIP 🟢
12922.0,161,1,405.38,1,مشتریان VIP 🟢
12929.0,312,1,117.85,1,مشتریان VIP 🟢
12945.0,288,1,462.95,1,مشتریان VIP 🟢
12956.0,306,1,108.07,1,مشتریان VIP 🟢
12967.0,358,2,1660.9,1,مشتریان VIP 🟢
12974.0,198,1,144.8,1,مشتریان VIP 🟢
12976.0,212,1,738.6,1,مشتریان VIP 🟢
12977.0,156,1,39.239999999999995,1,مشتریان VIP 🟢
12982.0,243,1,390.54,1,مشتریان VIP 🟢
12988.0,292,1,535.32,1,مشتریان VIP 🟢
12999.0,196,3,455.88,1,مشتریان VIP 🟢
13002.0,318,1,120.94999999999999,1,مشتریان VIP 🟢
13005.0,174,2,513.7,1,مشتریان VIP 🟢
13008.0,323,1,229.46999999999997,1,مشتریان VIP 🟢
13011.0,372,1,50.550000000000004,1,مشتریان VIP 🟢
13033.0,357,1,190.55,1,مشتریان VIP 🟢
13043.0,273,1,516.42,1,مشتریان VIP 🟢
13044.0,291,1,560.47,1,مشتریان VIP 🟢
13052.0,212,1,348.15000000000003,1,مشتریان VIP 🟢
13059.0,250,1,183.4,1,مشتریان VIP 🟢
13060.0,254,1,307.53,1,مشتریان VIP 🟢
13062.0,191,1,346.98,1,مشتریان VIP 🟢
13065.0,373,1,205.86,1,مشتریان VIP 🟢
13070.0,192,1,228.8,1,مشتریان VIP 🟢
13072.0,267,1,177.15,1,مشتریان VIP 🟢
13080.0,179,1,58.08,1,مشتریان VIP 🟢
13085.0,158,2,416.08000000000004,1,مشتریان VIP 🟢
13093.0,276,8,7832.47,1,مشتریان VIP 🟢
13101.0,234,1,101.19,1,مشتریان VIP 🟢
13108.0,373,1,350.06,1,مشتریان VIP 🟢
13120.0,239,1,30.599999999999998,1,مشتریان VIP 🟢
13121.0,269,1,283.73,1,مشتریان VIP 🟢
13132.0,262,1,77.3,1,مشتریان VIP 🟢
13133.0,274,2,109.8,1,مشتریان VIP 🟢
13135.0,197,1,3096.0,1,مشتریان VIP 🟢
13144.0,333,1,110.95,1,مشتریان VIP 🟢
13151.0,296,1,1257.8700000000001,1,مشتریان VIP 🟢
13161.0,313,1,112.75,1,مشتریان VIP 🟢
13166.0,283,1,417.2,1,مشتریان VIP 🟢
13185.0,268,1,71.4,1,مشتریان VIP 🟢
13187.0,337,1,236.02,1,مشتریان VIP 🟢
13216.0,268,1,333.74,1,مشتریان VIP 🟢
13221.0,240,2,847.41,1,مشتریان VIP 🟢
13223.0,200,2,163.20000000000002,1,مشتریان VIP 🟢
13226.0,273,1,108.21000000000001,1,مشتریان VIP 🟢
13227.0,202,1,257.7,1,مشتریان VIP 🟢
13229.0,226,1,160.95,1,مشتریان VIP 🟢
13235.0,212,1,1031.07,1,مشتریان VIP 🟢
13239.0,262,1,329.56,1,مشتریان VIP 🟢
13243.0,203,1,600.07,1,مشتریان VIP 🟢
13253.0,157,2,1030.4,1,مشتریان VIP 🟢
13261.0,269,2,944.1,1,مشتریان VIP 🟢
13262.0,263,1,200.29,1,مشتریان VIP 🟢
13270.0,366,1,590.0,1,مشتریان VIP 🟢
13284.0,331,1,201.19,1,مشتریان VIP 🟢
13291.0,156,1,361.11,1,مشتریان VIP 🟢
13294.0,190,2,873.74,1,مشتریان VIP 🟢
13295.0,360,1,201.20000000000002,1,مشتریان VIP 🟢
13299.0,268,1,142.5,1,مشتریان VIP 🟢
13300.0,169,1,371.89,1,مشتریان VIP 🟢
13302.0,155,1,63.75,1,مشتریان VIP 🟢
13304.0,351,1,300.42,1,مشتریان VIP 🟢
13328.0,316,1,1308.48,1,مشتریان VIP 🟢
13338.0,158,1,487.02,1,مشتریان VIP 🟢
13339.0,201,1,860.12,1,مشتریان VIP 🟢
13341.0,261,1,775.85,1,مشتریان VIP 🟢
13343.0,178,1,353.43,1,مشتریان VIP 🟢
13345.0,288,1,389.5,1,مشتریان VIP 🟢
13357.0,257,1,609.95,1,مشتریان VIP 🟢
13358.0,269,1,439.03,1,مشتریان VIP 🟢
13368.0,257,2,623.4,1,مشتریان VIP 🟢
13369.0,366,1,308.28000000000003,1,مشتریان VIP 🟢
13370.0,372,1,754.87,1,مشتریان VIP 🟢
13382.0,281,1,222.99,1,مشتریان VIP 🟢
13385.0,330,1,534.57,1,مشتریان VIP 🟢
