CustomerID,Recency,Frequency,Monetary,Cluster,Cluster_Name
12415.0,24,21,124914.53,2,مشتریان از‌دست‌رفته 🔴
12748.0,1,209,33719.73,2,مشتریان از‌دست‌رفته 🔴
13089.0,3,97,58825.83,2,مشتریان از‌دست‌رفته 🔴
14156.0,10,55,117379.63,2,مشتریان از‌دست‌رفته 🔴
14646.0,2,73,280206.02,2,مشتریان از‌دست‌رفته 🔴
14911.0,1,201,143825.06,2,مشتریان از‌دست‌رفته 🔴
15311.0,1,91,60767.9,2,مشتریان از‌دست‌رفته 🔴
16029.0,39,63,81024.84,2,مشتریان از‌دست‌رفته 🔴
16446.0,1,2,168472.5,2,مشتریان از‌دست‌رفته 🔴
17450.0,8,46,194550.79,2,مشتریان از‌دست‌رفته 🔴
17511.0,3,31,91062.38,2,مشتریان از‌دست‌رفته 🔴
17841.0,2,124,40991.57,2,مشتریان از‌دست‌رفته 🔴
18102.0,1,60,259657.3,2,مشتریان از‌دست‌رفته 🔴
